time,value
01/08/2016 00:00:00,19.856666564941406
01/08/2016 00:05:00,19.799999237060547
01/08/2016 00:10:00,19.799999237060547
01/08/2016 00:15:00,19.75666618347168
01/08/2016 00:20:00,19.700000762939453
01/08/2016 00:25:00,19.65333366394043
01/08/2016 00:30:00,19.600000381469727
01/08/2016 00:35:00,19.59666633605957
01/08/2016 00:40:00,19.553333282470703
01/08/2016 00:45:00,19.516666412353516
01/08/2016 00:50:00,19.5
01/08/2016 00:55:00,19.43000030517578
01/08/2016 01:00:00,19.399999618530273
01/08/2016 01:05:00,19.399999618530273
01/08/2016 01:10:00,19.399999618530273
01/08/2016 01:15:00,19.399999618530273
01/08/2016 01:20:00,19.309999465942383
01/08/2016 01:25:00,19.299999237060547
01/08/2016 01:30:00,19.299999237060547
01/08/2016 01:35:00,19.28333282470703
01/08/2016 01:40:00,19.200000762939453
01/08/2016 01:45:00,19.136667251586914
01/08/2016 01:50:00,19.100000381469727
01/08/2016 01:55:00,19.05666732788086
01/08/2016 02:00:00,19.0
01/08/2016 02:05:00,19.0
01/08/2016 02:10:00,19.0
01/08/2016 02:15:00,19.0
01/08/2016 02:20:00,19.0
01/08/2016 02:25:00,19.0
01/08/2016 02:30:00,19.0
01/08/2016 02:35:00,19.0
01/08/2016 02:40:00,19.0
01/08/2016 02:45:00,19.0
01/08/2016 02:50:00,19.0
01/08/2016 02:55:00,19.0
01/08/2016 03:00:00,19.0
01/08/2016 03:05:00,19.0
01/08/2016 03:10:00,19.0
01/08/2016 03:15:00,19.0
01/08/2016 03:20:00,19.0
01/08/2016 03:25:00,19.0
01/08/2016 03:30:00,19.0
01/08/2016 03:35:00,18.953332901000977
01/08/2016 03:40:00,18.983333587646484
01/08/2016 03:45:00,18.90999984741211
01/08/2016 03:50:00,18.899999618530273
01/08/2016 03:55:00,18.899999618530273
01/08/2016 04:00:00,18.809999465942383
01/08/2016 04:05:00,18.963333129882812
01/08/2016 04:10:00,19.149999618530273
01/08/2016 04:15:00,19.30666732788086
01/08/2016 04:20:00,19.399999618530273
01/08/2016 04:25:00,19.399999618530273
01/08/2016 04:30:00,19.469999313354492
01/08/2016 04:35:00,19.5
01/08/2016 04:40:00,19.5
01/08/2016 04:45:00,19.5
01/08/2016 04:50:00,19.5
01/08/2016 04:55:00,19.52666664123535
01/08/2016 05:00:00,19.600000381469727
01/08/2016 05:05:00,19.780000686645508
01/08/2016 05:10:00,20.08333396911621
01/08/2016 05:15:00,20.356666564941406
01/08/2016 05:20:00,20.5
01/08/2016 05:25:00,20.546667098999023
01/08/2016 05:30:00,20.600000381469727
01/08/2016 05:35:00,20.700000762939453
01/08/2016 05:40:00,20.700000762939453
01/08/2016 05:45:00,20.700000762939453
01/08/2016 05:50:00,20.700000762939453
01/08/2016 05:55:00,20.700000762939453
01/08/2016 06:00:00,20.71666717529297
01/08/2016 06:05:00,20.760000228881836
01/08/2016 06:10:00,20.78333282470703
01/08/2016 06:15:00,20.799999237060547
01/08/2016 06:20:00,20.799999237060547
01/08/2016 06:25:00,20.799999237060547
01/08/2016 06:30:00,20.799999237060547
01/08/2016 06:35:00,20.83333396911621
01/08/2016 06:40:00,20.893333435058594
01/08/2016 06:45:00,20.899999618530273
01/08/2016 06:50:00,20.983333587646484
01/08/2016 06:55:00,21.0
01/08/2016 07:00:00,21.0
01/08/2016 07:05:00,21.0
01/08/2016 07:10:00,21.046667098999023
01/08/2016 07:15:00,21.100000381469727
01/08/2016 07:20:00,21.14666748046875
01/08/2016 07:25:00,20.733333587646484
01/08/2016 07:30:00,20.09666633605957
01/08/2016 07:35:00,19.72333335876465
01/08/2016 07:40:00,19.469999313354492
01/08/2016 07:45:00,19.31999969482422
01/08/2016 07:50:00,19.206666946411133
01/08/2016 07:55:00,19.200000762939453
01/08/2016 08:00:00,19.200000762939453
01/08/2016 08:05:00,19.200000762939453
01/08/2016 08:10:00,19.200000762939453
01/08/2016 08:15:00,19.200000762939453
01/08/2016 08:20:00,19.200000762939453
01/08/2016 08:25:00,19.190000534057617
01/08/2016 08:30:00,19.200000762939453
01/08/2016 08:35:00,19.116666793823242
01/08/2016 08:40:00,19.156665802001953
01/08/2016 08:45:00,19.200000762939453
01/08/2016 08:50:00,19.200000762939453
01/08/2016 08:55:00,19.200000762939453
01/08/2016 09:00:00,19.200000762939453
01/08/2016 09:05:00,19.263334274291992
01/08/2016 09:10:00,19.616666793823242
01/08/2016 09:15:00,19.626667022705078
01/08/2016 09:20:00,19.504348754882812
01/08/2016 09:25:00,19.676666259765625
01/08/2016 09:30:00,19.809999465942383
01/08/2016 09:35:00,19.899999618530273
01/08/2016 09:40:00,19.899999618530273
01/08/2016 09:45:00,19.93000030517578
01/08/2016 09:50:00,19.956666946411133
01/08/2016 09:55:00,20.0
01/08/2016 10:00:00,20.073333740234375
01/08/2016 10:05:00,20.106666564941406
01/08/2016 10:10:00,20.200000762939453
01/08/2016 10:15:00,20.280000686645508
01/08/2016 10:20:00,20.299999237060547
01/08/2016 10:25:00,20.299999237060547
01/08/2016 10:30:00,20.299999237060547
01/08/2016 10:35:00,20.329999923706055
01/08/2016 10:40:00,20.399999618530273
01/08/2016 10:45:00,20.489999771118164
01/08/2016 10:50:00,20.5
01/08/2016 10:55:00,20.5
01/08/2016 11:00:00,20.50666618347168
01/08/2016 11:05:00,20.59000015258789
01/08/2016 11:10:00,20.600000381469727
01/08/2016 11:15:00,20.600000381469727
01/08/2016 11:20:00,20.626667022705078
01/08/2016 11:25:00,20.700000762939453
01/08/2016 11:30:00,20.790000915527344
01/08/2016 11:35:00,20.799999237060547
01/08/2016 11:40:00,20.799999237060547
01/08/2016 11:45:00,20.799999237060547
01/08/2016 11:50:00,20.8799991607666
01/08/2016 11:55:00,20.906665802001953
01/08/2016 12:00:00,21.0
01/08/2016 12:05:00,21.0
01/08/2016 12:10:00,21.0
01/08/2016 12:15:00,21.02666664123535
01/08/2016 12:20:00,21.100000381469727
01/08/2016 12:25:00,21.19333267211914
01/08/2016 12:30:00,21.200000762939453
01/08/2016 12:35:00,21.270000457763672
01/08/2016 12:40:00,21.299999237060547
01/08/2016 12:45:00,21.299999237060547
01/08/2016 12:50:00,21.299999237060547
01/08/2016 12:55:00,21.299999237060547
01/08/2016 13:00:00,21.299999237060547
01/08/2016 13:05:00,21.399999618530273
01/08/2016 13:10:00,21.43000030517578
01/08/2016 13:15:00,21.5
01/08/2016 13:20:00,21.5
01/08/2016 13:25:00,21.53333282470703
01/08/2016 13:30:00,21.600000381469727
01/08/2016 13:35:00,21.66666603088379
